,Make,Model,MSRP
9593,Chevrolet,Silverado 1500,36680
9594,Chevrolet,Silverado 1500,36940
9595,Chevrolet,Silverado 1500,32955
9596,Chevrolet,Silverado 1500,29120
9597,Chevrolet,Silverado 1500,37345
9598,Chevrolet,Silverado 1500,27095
9599,Chevrolet,Silverado 1500,40495
9600,Chevrolet,Silverado 1500,36035
9601,Chevrolet,Silverado 1500,37835
9602,Chevrolet,Silverado 1500,39230
9603,Chevrolet,Silverado 1500,38980
9604,Chevrolet,Silverado 1500,36515
9605,Chevrolet,Silverado 1500,43950
9606,Chevrolet,Silverado 1500,31525
9607,Chevrolet,Silverado 1500,33850
9608,Chevrolet,Silverado 1500,44350
9609,Chevrolet,Silverado 1500,47175
9610,Chevrolet,Silverado 1500,44465
9611,Chevrolet,Silverado 1500,42075
9612,Chevrolet,Silverado 1500,47475
9613,Chevrolet,Silverado 1500,46180
9614,Chevrolet,Silverado 1500,33550
9615,Chevrolet,Silverado 1500,39965
9616,Chevrolet,Silverado 1500,35590
9617,Chevrolet,Silverado 1500,27975
9618,Chevrolet,Silverado 1500,41590
9619,Chevrolet,Silverado 1500,44050
9620,Chevrolet,Silverado 1500,37370
9621,Chevrolet,Silverado 1500,54925
9622,Chevrolet,Silverado 1500,27585
9623,Chevrolet,Silverado 1500,33860
9624,Chevrolet,Silverado 1500,33445
9625,Chevrolet,Silverado 1500,48740
9626,Chevrolet,Silverado 1500,45860
9627,Chevrolet,Silverado 1500,40375
9628,Chevrolet,Silverado 1500,54625
9629,Chevrolet,Silverado 1500,42380
9630,Chevrolet,Silverado 1500,29610
9631,Chevrolet,Silverado 1500,51350
9632,Chevrolet,Silverado 1500,30000
9633,Chevrolet,Silverado 1500,37430
9634,Chevrolet,Silverado 1500,40985
9635,Chevrolet,Silverado 1500,39185
9636,Chevrolet,Silverado 1500,37670
9637,Chevrolet,Silverado 1500,44815
9638,Chevrolet,Silverado 1500,31825
9639,Chevrolet,Silverado 1500,37425
9640,Chevrolet,Silverado 1500,51650
9641,Chevrolet,Silverado 1500,49040
9642,Chevrolet,Silverado 1500,37340
9643,Chevrolet,Silverado 1500,39280
9644,Chevrolet,Silverado 1500,33985
9645,Chevrolet,Silverado 1500,40580
9646,Chevrolet,Silverado 1500,31610
9647,Chevrolet,Silverado 1500,39580
9648,Chevrolet,Silverado 1500,42555
9649,Chevrolet,Silverado 1500,33360
9650,Cadillac,Sixty Special,2000
9651,Buick,Skylark,2000
9652,Buick,Skylark,2000
9653,Buick,Skylark,2000
9654,Buick,Skylark,2000
9655,Buick,Skylark,2000
9656,Buick,Skylark,2000
9657,Buick,Skylark,2000
9658,Buick,Skylark,2000
9659,Mercedes-Benz,SL-Class,84000
9660,Mercedes-Benz,SL-Class,106700
9661,Mercedes-Benz,SL-Class,214500
9662,Mercedes-Benz,SL-Class,147300
9663,Mercedes-Benz,SL-Class,108050
9664,Mercedes-Benz,SL-Class,85050
9665,Mercedes-Benz,SL-Class,217550
9666,Mercedes-Benz,SL-Class,149700
9667,Mercedes-Benz,SL-Class,110800
9668,Mercedes-Benz,SL-Class,151350
9669,Mercedes-Benz,SL-Class,219850
9670,Mercedes-Benz,SL-Class,86950
9671,Mercedes-Benz,SLC-Class,60300
9672,Mercedes-Benz,SLC-Class,47950
9673,Mercedes-Benz,SLK-Class,56225
9674,Mercedes-Benz,SLK-Class,68925
9675,Mercedes-Benz,SLK-Class,43525
9676,Mercedes-Benz,SLK-Class,43950
9677,Mercedes-Benz,SLK-Class,57650
9678,Mercedes-Benz,SLK-Class,70850
9679,Mercedes-Benz,SLK-Class,59200
9680,Mercedes-Benz,SLK-Class,47000
9681,Mercedes-Benz,SLK-Class,72600
9682,Mercedes-Benz,SLR McLaren,480000
9683,Mercedes-Benz,SLR McLaren,495000
9684,Mercedes-Benz,SLR McLaren,495000
9685,Mercedes-Benz,SLS AMG GT Final Edition,221580
9686,Mercedes-Benz,SLS AMG GT Final Edition,228080
9687,Mercedes-Benz,SLS AMG GT,199500
9688,Mercedes-Benz,SLS AMG GT,206000
9689,Mercedes-Benz,SLS AMG GT,275000
9690,Mercedes-Benz,SLS AMG GT,201500
9691,Mercedes-Benz,SLS AMG GT,208000
9692,Mercedes-Benz,SLS AMG,183000
9693,Mercedes-Benz,SLS AMG,189600
9694,Mercedes-Benz,SLS AMG,196100
9695,Acura,SLX,2397
9696,Acura,SLX,2488
9697,Acura,SLX,2816
9698,Acura,SLX,2934
9699,Pontiac,Solstice,21515
9700,Pontiac,Solstice,26515
9701,Pontiac,Solstice,22455
9702,Pontiac,Solstice,28135
9703,Pontiac,Solstice,31750
9704,Pontiac,Solstice,28400
9705,Pontiac,Solstice,24275
9706,Pontiac,Solstice,30375
9707,Pontiac,Solstice,29410
9708,Pontiac,Solstice,26225
9709,Pontiac,Solstice,29485
9710,Hyundai,Sonata Hybrid,26000
9711,Hyundai,Sonata Hybrid,29500
9712,Hyundai,Sonata Hybrid,26000
9713,Hyundai,Sonata Hybrid,30100
9714,Hyundai,Sonata Hybrid,30100
9715,Hyundai,Sonata Hybrid,26000
9716,Hyundai,Sonata Hybrid,30100
9717,Hyundai,Sonata Hybrid,30100
9718,Hyundai,Sonata,23175
9719,Hyundai,Sonata,26525
9720,Hyundai,Sonata,28575
9721,Hyundai,Sonata,23175
9722,Hyundai,Sonata,26525
9723,Hyundai,Sonata,26525
9724,Hyundai,Sonata,33525
9725,Hyundai,Sonata,21150
9726,Hyundai,Sonata,33525
9727,Hyundai,Sonata,28575
9728,Hyundai,Sonata,21150
9729,Hyundai,Sonata,26525
9730,Hyundai,Sonata,23275
9731,Hyundai,Sonata,28925
9732,Hyundai,Sonata,27350
9733,Hyundai,Sonata,27350
9734,Hyundai,Sonata,21750
9735,Hyundai,Sonata,23400
9736,Hyundai,Sonata,34075
9737,Hyundai,Sonata,28925
9738,Hyundai,Sonata,23725
9739,Hyundai,Sonata,23400
9740,Hyundai,Sonata,21750
9741,Hyundai,Sonata,23725
9742,Hyundai,Sonata,21600
9743,Hyundai,Sonata,27150
9744,Hyundai,Sonata,23400
9745,Hyundai,Sonata,26600
9746,Hyundai,Sonata,23400
9747,Hyundai,Sonata,23125
9748,Hyundai,Sonata,21600
9749,Hyundai,Sonata,21950
9750,Hyundai,Sonata,34350
9751,Hyundai,Sonata,26600
9752,Hyundai,Sonata,21950
9753,Hyundai,Sonata,27150
9754,Chevrolet,Sonic,15495
9755,Chevrolet,Sonic,21945
9756,Chevrolet,Sonic,16095
9757,Chevrolet,Sonic,18835
9758,Chevrolet,Sonic,21345
9759,Chevrolet,Sonic,14845
9760,Chevrolet,Sonic,18235
9761,Chevrolet,Sonic,17845
9762,Chevrolet,Sonic,17245
9763,Chevrolet,Sonic,19680
9764,Chevrolet,Sonic,20545
9765,Chevrolet,Sonic,14245
9766,Chevrolet,Sonic,20245
9767,Chevrolet,Sonic,19945
9768,Chevrolet,Sonic,16455
9769,Chevrolet,Sonic,15855
9770,Chevrolet,Sonic,16155
9771,Chevrolet,Sonic,20095
9772,Chevrolet,Sonic,18145
9773,Chevrolet,Sonic,15595
9774,Chevrolet,Sonic,20345
9775,Chevrolet,Sonic,16755
9776,Chevrolet,Sonic,19780
9777,Chevrolet,Sonic,20095
9778,Chevrolet,Sonic,21495
9779,Chevrolet,Sonic,14345
9780,Chevrolet,Sonic,17545
9781,Chevrolet,Sonic,14945
9782,Chevrolet,Sonic,16195
9783,Chevrolet,Sonic,21495
9784,Chevrolet,Sonic,18170
9785,Chevrolet,Sonic,21215
9786,Chevrolet,Sonic,17580
9787,Chevrolet,Sonic,18970
9788,Chevrolet,Sonic,16395
9789,Chevrolet,Sonic,20415
9790,Chevrolet,Sonic,19720
9791,Chevrolet,Sonic,17530
9792,Chevrolet,Sonic,19720
9793,Chevrolet,Sonic,15145
9794,GMC,Sonoma,16538
9795,GMC,Sonoma,13975
9796,GMC,Sonoma,20793
9797,GMC,Sonoma,17093
9798,GMC,Sonoma,15957
9799,GMC,Sonoma,24492
9800,GMC,Sonoma,15093
9801,GMC,Sonoma,15420
9802,GMC,Sonoma,19675
9803,GMC,Sonoma,14770
9804,GMC,Sonoma,16570
9805,GMC,Sonoma,24670
9806,GMC,Sonoma,21970
9807,GMC,Sonoma,16270
9808,GMC,Sonoma,16220
9809,GMC,Sonoma,20320
9810,GMC,Sonoma,17670
9811,GMC,Sonoma,18270
9812,Kia,Sorento,38500
9813,Kia,Sorento,24300
9814,Kia,Sorento,26700
9815,Kia,Sorento,36700
9816,Kia,Sorento,41700
9817,Kia,Sorento,31700
9818,Kia,Sorento,33500
9819,Kia,Sorento,26100
9820,Kia,Sorento,39900
9821,Kia,Sorento,28500
9822,Kia,Sorento,38300
9823,Kia,Sorento,28200
9824,Kia,Sorento,33900
9825,Kia,Sorento,28700
9826,Kia,Sorento,40100
9827,Kia,Sorento,32900
9828,Kia,Sorento,25100
9829,Kia,Sorento,43300
9830,Kia,Sorento,32100
9831,Kia,Sorento,26400
9832,Kia,Sorento,41500
9833,Kia,Sorento,31100
9834,Kia,Sorento,30500
9835,Kia,Sorento,39900
9836,Kia,Sorento,41700
9837,Kia,Sorento,28500
9838,Kia,Sorento,28990
9839,Kia,Sorento,33100
9840,Kia,Sorento,40400
9841,Kia,Sorento,31500
9842,Kia,Sorento,38600
9843,Kia,Sorento,45700
9844,Kia,Sorento,43900
9845,Kia,Sorento,30790
9846,Kia,Sorento,25400
9847,Kia,Sorento,34900
9848,Kia,Sorento,26700
9849,Kia,Sorento,33300
9850,Kia,Soul EV,35700
9851,Kia,Soul EV,33700
9852,Kia,Soul EV,33950
9853,Kia,Soul EV,31950
9854,Kia,Soul EV,35950
9855,Kia,Soul,16900
9856,Kia,Soul,20500
9857,Kia,Soul,18400
9858,Kia,Soul,14900
9859,Kia,Soul,15190
9860,Kia,Soul,17190
9861,Kia,Soul,20790
9862,Kia,Soul,18690
9863,Kia,Soul,17400
9864,Kia,Soul,15900
9865,Kia,Soul,21300
9866,Kia,Soul,19400
9867,Chevrolet,Spark EV,26685
9868,Chevrolet,Spark EV,27010
9869,Chevrolet,Spark EV,25170
9870,Chevrolet,Spark EV,25560
9871,Chevrolet,Spark EV,25510
9872,Chevrolet,Spark EV,25120
9873,Chevrolet,Spark,14040
9874,Chevrolet,Spark,15095
9875,Chevrolet,Spark,15440
9876,Chevrolet,Spark,12270
9877,Chevrolet,Spark,13580
9878,Chevrolet,Spark,16535
9879,Chevrolet,Spark,14685
9880,Chevrolet,Spark,17285
9881,Chevrolet,Spark,15785
9882,Chevrolet,Spark,13760
9883,Chevrolet,Spark,12660
9884,Chevrolet,Spark,16185
9885,Chevrolet,Spark,16325
9886,Chevrolet,Spark,13000
9887,Chevrolet,Spark,14100
9888,Chevrolet,Spark,15925
9889,Chevrolet,Spark,14825
9890,Chevrolet,Spark,17425
9891,Kia,Spectra,12895
9892,Kia,Spectra,15995
9893,Kia,Spectra,15895
9894,Kia,Spectra,15995
9895,Kia,Spectra,14895
9896,Kia,Spectra,16995
9897,Kia,Spectra,16995
9898,Kia,Spectra,15895
9899,Kia,Spectra,16995
9900,Kia,Spectra,15995
9901,Kia,Spectra,14895
9902,Kia,Spectra,15995
9903,Kia,Spectra,16995
9904,Kia,Spectra,13895
9905,Kia,Spectra,12895
9906,Kia,Spectra,13550
9907,Kia,Spectra,15550
9908,Kia,Spectra,17450
9909,Kia,Spectra,16695
9910,Kia,Spectra,16550
9911,Kia,Spectra,16450
9912,Kia,Spectra,17695
9913,Kia,Spectra,14550
9914,Dodge,Spirit,2000
9915,Dodge,Spirit,2000
9916,Dodge,Spirit,2000
9917,Dodge,Spirit,2000
9918,Kia,Sportage,21900
9919,Kia,Sportage,28100
9920,Kia,Sportage,25300
9921,Kia,Sportage,26800
9922,Kia,Sportage,29600
9923,Kia,Sportage,23400
9924,Kia,Sportage,23650
9925,Kia,Sportage,22150
9926,Kia,Sportage,31490
9927,Kia,Sportage,25350
9928,Kia,Sportage,29990
9929,Kia,Sportage,26850
9930,Kia,Sportage,27000
9931,Kia,Sportage,32500
9932,Kia,Sportage,22990
9933,Kia,Sportage,34000
9934,Kia,Sportage,25500
9935,Kia,Sportage,24490
9936,Chevrolet,Sportvan,2000
9937,Chevrolet,Sportvan,2000
9938,Chevrolet,Sportvan,2000
9939,Chevrolet,Sportvan,2000
9940,Chevrolet,Sportvan,2000
9941,Chevrolet,Sportvan,2000
9942,Chevrolet,Sportvan,2000
9943,Chevrolet,Sportvan,2000
9944,Maserati,Spyder,85542
9945,Maserati,Spyder,89622
9946,Maserati,Spyder,89622
9947,Maserati,Spyder,85542
9948,Maserati,Spyder,87252
9949,Maserati,Spyder,91415
9950,Audi,SQ5,52700
9951,Audi,SQ5,60200
9952,Audi,SQ5,53300
9953,Audi,SQ5,60800
9954,Audi,SQ5,60800
9955,Audi,SQ5,53300
9956,Dodge,SRT Viper,97395
9957,Dodge,SRT Viper,120395
9958,Dodge,SRT Viper,107385
9959,Dodge,SRT Viper,84885
9960,Cadillac,SRX,48065
9961,Cadillac,SRX,50955
9962,Cadillac,SRX,42880
9963,Cadillac,SRX,48145
9964,Cadillac,SRX,37505
9965,Cadillac,SRX,45375
9966,Cadillac,SRX,45255
9967,Cadillac,SRX,48920
9968,Cadillac,SRX,48840
9969,Cadillac,SRX,46030
9970,Cadillac,SRX,51730
9971,Cadillac,SRX,43640
9972,Cadillac,SRX,46135
9973,Cadillac,SRX,37605
9974,Cadillac,SRX,37605
9975,Cadillac,SRX,48840
9976,Cadillac,SRX,51730
9977,Cadillac,SRX,48920
9978,Cadillac,SRX,46135
9979,Cadillac,SRX,43640
9980,Cadillac,SRX,46030
9981,Chevrolet,SS,43475
9982,Chevrolet,SS,45745
9983,Chevrolet,SS,46575
9984,Chevrolet,SSR,41620
9985,Chevrolet,SSR,42555
9986,Chevrolet,SSR,39240
9987,Nissan,Stanza,2000
9988,Nissan,Stanza,2000
9989,Nissan,Stanza,2000
9990,Nissan,Stanza,2000
9991,Nissan,Stanza,2000
9992,Nissan,Stanza,2000
9993,Nissan,Stanza,2000
9994,Dodge,Stealth,2823
9995,Dodge,Stealth,2350
9996,Dodge,Stealth,2203
9997,Dodge,Stealth,2000
9998,Dodge,Stealth,2575
9999,Dodge,Stealth,3219
10000,Dodge,Stealth,2000
10001,Dodge,Stealth,3044
10002,Dodge,Stealth,2231
10003,Dodge,Stealth,3732
10004,Dodge,Stratus,21975
10005,Dodge,Stratus,21450
10006,Dodge,Stratus,22695
10007,Dodge,Stratus,23520
10008,Dodge,Stratus,19690
10009,Dodge,Stratus,19970
10010,Dodge,Stratus,20820
10011,Dodge,Stratus,22370
10012,Dodge,Stratus,19850
10013,Dodge,Stratus,20675
10014,Dodge,Stratus,21735
10015,Dodge,Stratus,23335
10016,Dodge,Stratus,22980
10017,Dodge,Stratus,20255
10018,Dodge,Stratus,20135
10019,Dodge,Stratus,23755
10020,Dodge,Stratus,20825
10021,Cadillac,STS-V,75010
10022,Cadillac,STS-V,78775
10023,Cadillac,STS-V,81795
10024,Cadillac,STS,56345
10025,Cadillac,STS,46845
10026,Cadillac,STS,55945
10027,Cadillac,STS,68785
10028,Cadillac,STS,50385
10029,Cadillac,STS,46845
10030,Cadillac,STS,56345
10031,Cadillac,STS,47280
10032,Cadillac,STS,50820
10033,Cadillac,STS,56380
10034,Chevrolet,Suburban,54205
10035,Chevrolet,Suburban,63785
10036,Chevrolet,Suburban,57205
10037,Chevrolet,Suburban,66785
10038,Chevrolet,Suburban,52000
10039,Chevrolet,Suburban,49000
10040,Chevrolet,Suburban,54730
10041,Chevrolet,Suburban,57730
10042,Chevrolet,Suburban,64440
10043,Chevrolet,Suburban,52700
10044,Chevrolet,Suburban,49700
10045,Chevrolet,Suburban,67440
10046,Chevrolet,Suburban,58045
10047,Chevrolet,Suburban,49915
10048,Chevrolet,Suburban,67730
10049,Chevrolet,Suburban,52915
10050,Chevrolet,Suburban,55045
10051,Chevrolet,Suburban,64730
10052,GMC,Suburban,2468
10053,GMC,Suburban,2585
10054,GMC,Suburban,2790
10055,GMC,Suburban,3420
10056,GMC,Suburban,3051
10057,GMC,Suburban,3372
10058,Pontiac,Sunbird,2000
10059,Pontiac,Sunbird,2000
10060,Pontiac,Sunbird,2000
10061,Pontiac,Sunbird,2000
10062,Pontiac,Sunbird,2000
10063,Pontiac,Sunbird,2000
10064,Pontiac,Sunbird,2000
10065,Pontiac,Sunbird,2000
10066,Pontiac,Sunbird,2000
10067,Pontiac,Sunbird,2000
10068,Pontiac,Sunbird,2000
10069,Pontiac,Sunbird,2000
10070,Pontiac,Sunbird,2000
10071,Pontiac,Sunbird,2000
10072,Pontiac,Sunbird,2000
10073,Pontiac,Sunbird,2000
10074,Plymouth,Sundance,2000
10075,Plymouth,Sundance,2000
10076,Plymouth,Sundance,2000
10077,Plymouth,Sundance,2000
10078,Plymouth,Sundance,2000
10079,Plymouth,Sundance,2000
10080,Plymouth,Sundance,2000
10081,Plymouth,Sundance,2000
10082,Plymouth,Sundance,2000
10083,Plymouth,Sundance,2000
10084,Plymouth,Sundance,2000
10085,Plymouth,Sundance,2000
10086,Plymouth,Sundance,2000
10087,Plymouth,Sundance,2000
10088,Pontiac,Sunfire,14930
10089,Pontiac,Sunfire,10895
10090,Pontiac,Sunfire,14930
10091,Pontiac,Sunfire,15205
10092,Pontiac,Sunfire,10895
10093,Ferrari,Superamerica,281170
10094,Ferrari,Superamerica,294080
10095,Bentley,Supersports Convertible ISR,291900
10096,Toyota,Supra,18255
10097,Toyota,Supra,14977
10098,Toyota,Supra,22001
10099,Toyota,Supra,17320
10100,Toyota,Supra,20596
10101,Toyota,Supra,25279
10102,Subaru,SVX,2000
10103,Subaru,SVX,2000
10104,Subaru,SVX,2230
10105,Subaru,SVX,2000
10106,Subaru,SVX,2472
10107,Subaru,SVX,2283
10108,Subaru,SVX,2749
10109,Subaru,SVX,2512
10110,Suzuki,Swift,2000
10111,Suzuki,Swift,2000
10112,Suzuki,Swift,2000
10113,Suzuki,Swift,9949
10114,Suzuki,Swift,10949
10115,Suzuki,Swift,9299
10116,Suzuki,Swift,10299
10117,Suzuki,SX4,16599
10118,Suzuki,SX4,19349
10119,Suzuki,SX4,17099
10120,Suzuki,SX4,16999
10121,Suzuki,SX4,17849
10122,Suzuki,SX4,16479
10123,Suzuki,SX4,18999
10124,Suzuki,SX4,18249
10125,Suzuki,SX4,13499
10126,Suzuki,SX4,17799
10127,Suzuki,SX4,15195
10128,Suzuki,SX4,18299
10129,Suzuki,SX4,17099
10130,Suzuki,SX4,18599
10131,Suzuki,SX4,16799
10132,Suzuki,SX4,18875
10133,Suzuki,SX4,19649
10134,Suzuki,SX4,17999
10135,Suzuki,SX4,18199
10136,Suzuki,SX4,17399
10137,Suzuki,SX4,13699
10138,Suzuki,SX4,18499
10139,Suzuki,SX4,15495
10140,Suzuki,SX4,18549
10141,Suzuki,SX4,16999
10142,Suzuki,SX4,19349
10143,Suzuki,SX4,16999
10144,Suzuki,SX4,19175
10145,Suzuki,SX4,17849
10146,Suzuki,SX4,18349
10147,Suzuki,SX4,18799
10148,Suzuki,SX4,20449
10149,Suzuki,SX4,15845
10150,GMC,Syclone,5667
10151,Toyota,T100,2563
10152,Toyota,T100,2922
10153,Toyota,T100,2506
10154,Toyota,T100,2141
10155,Toyota,T100,2802
10156,Toyota,T100,3143
10157,Toyota,T100,2806
10158,Toyota,T100,2348
10159,Toyota,T100,3042
10160,Toyota,T100,2767
10161,Toyota,T100,2540
10162,Toyota,T100,3058
10163,Toyota,T100,3586
10164,Toyota,T100,3480
10165,Toyota,T100,3214
10166,Toyota,Tacoma,27355
10167,Toyota,Tacoma,23075
10168,Toyota,Tacoma,27235
10169,Toyota,Tacoma,24800
10170,Toyota,Tacoma,21865
10171,Toyota,Tacoma,35725
10172,Toyota,Tacoma,20965
10173,Toyota,Tacoma,23625
10174,Toyota,Tacoma,37615
10175,Toyota,Tacoma,25060
10176,Toyota,Tacoma,23960
10177,Toyota,Tacoma,26355
10178,Toyota,Tacoma,36705
10179,Toyota,Tacoma,36635
10180,Toyota,Tacoma,28235
10181,Toyota,Tacoma,28735
10182,Toyota,Tacoma,22525
10183,Toyota,Tacoma,25560
10184,Toyota,Tacoma,25700
10185,Toyota,Tacoma,25185
10186,Toyota,Tacoma,29275
10187,Toyota,Tacoma,23660
10188,Toyota,Tacoma,34700
10189,Toyota,Tacoma,31420
10190,Toyota,Tacoma,34090
10191,Toyota,Tacoma,30025
10192,Toyota,Tacoma,33310
10193,Toyota,Tacoma,26635
10194,Toyota,Tacoma,31680
10195,Toyota,Tacoma,32460
10196,Toyota,Tacoma,34090
10197,Toyota,Tacoma,27355
10198,Toyota,Tacoma,33310
10199,Toyota,Tacoma,35105
10200,Toyota,Tacoma,31920
10201,Toyota,Tacoma,38180
10202,Toyota,Tacoma,28345
10203,Toyota,Tacoma,31125
10204,Toyota,Tacoma,26735
10205,Toyota,Tacoma,31625
10206,Toyota,Tacoma,28820
10207,Toyota,Tacoma,32460
10208,Toyota,Tacoma,28845
10209,Toyota,Tacoma,30530
10210,Toyota,Tacoma,31125
10211,Toyota,Tacoma,25745
10212,Toyota,Tacoma,24490
10213,Toyota,Tacoma,34700
10214,Toyota,Tacoma,35315
10215,Toyota,Tacoma,33075
10216,Toyota,Tacoma,40760
10217,Toyota,Tacoma,25645
10218,Toyota,Tacoma,35720
10219,Toyota,Tacoma,33770
10220,Toyota,Tacoma,32765
10221,Toyota,Tacoma,34705
10222,Toyota,Tacoma,27095
10223,Toyota,Tacoma,35315
10224,Toyota,Tacoma,42760
10225,Toyota,Tacoma,34705
10226,Toyota,Tacoma,24950
10227,Toyota,Tacoma,29690
10228,Toyota,Tacoma,25730
10229,Toyota,Tacoma,33075
10230,Toyota,Tacoma,26205
10231,Toyota,Tacoma,31740
10232,Toyota,Tacoma,29735
10233,Toyota,Tacoma,29280
10234,Toyota,Tacoma,33770
10235,Toyota,Tacoma,30485
10236,Toyota,Tacoma,28700
10237,Toyota,Tacoma,24120
10238,Toyota,Tacoma,32390
10239,Toyota,Tacoma,27195
10240,Toyota,Tacoma,33265
10241,Toyota,Tacoma,31740
10242,Toyota,Tacoma,38795
10243,Toyota,Tacoma,31875
10244,Toyota,Tacoma,32240
10245,Toyota,Tacoma,30190
10246,Chevrolet,Tahoe Hybrid,51145
10247,Chevrolet,Tahoe Hybrid,53950
10248,Chevrolet,Tahoe Hybrid,54775
10249,Chevrolet,Tahoe Hybrid,51970
10250,Chevrolet,Tahoe Hybrid,56425
10251,Chevrolet,Tahoe Hybrid,53620
10252,Chevrolet,Tahoe Limited/Z71,3465
10253,Chevrolet,Tahoe Limited/Z71,3413
10254,Chevrolet,Tahoe,54505
10255,Chevrolet,Tahoe,61085
10256,Chevrolet,Tahoe,49300
10257,Chevrolet,Tahoe,46300
10258,Chevrolet,Tahoe,51505
10259,Chevrolet,Tahoe,64085
10260,Chevrolet,Tahoe,64740
10261,Chevrolet,Tahoe,47000
10262,Chevrolet,Tahoe,55030
10263,Chevrolet,Tahoe,52030
10264,Chevrolet,Tahoe,50000
10265,Chevrolet,Tahoe,61740
10266,Chevrolet,Tahoe,50215
10267,Chevrolet,Tahoe,55345
10268,Chevrolet,Tahoe,47215
10269,Chevrolet,Tahoe,62030
10270,Chevrolet,Tahoe,52345
10271,Chevrolet,Tahoe,65030
10272,Ford,Taurus X,31620
10273,Ford,Taurus X,28880
10274,Ford,Taurus X,29770
10275,Ford,Taurus X,27030
10276,Ford,Taurus X,32600
10277,Ford,Taurus X,30750
10278,Ford,Taurus X,32325
10279,Ford,Taurus X,33180
10280,Ford,Taurus X,34175
10281,Ford,Taurus X,31330
10282,Ford,Taurus X,30120
10283,Ford,Taurus X,28270
10284,Ford,Taurus,29485
10285,Ford,Taurus,27055
10286,Ford,Taurus,40220
10287,Ford,Taurus,31335
10288,Ford,Taurus,36255
10289,Ford,Taurus,34405
10290,Ford,Taurus,29540
10291,Ford,Taurus,34460
10292,Ford,Taurus,27110
10293,Ford,Taurus,31390
10294,Ford,Taurus,40275
10295,Ford,Taurus,36310
10296,Ford,Taurus,36855
10297,Ford,Taurus,29775
10298,Ford,Taurus,42520
10299,Ford,Taurus,31625
10300,Ford,Taurus,38705
10301,Ford,Taurus,27345
10302,Chrysler,TC,2000
10303,Chrysler,TC,2000
10304,Chrysler,TC,2000
10305,Scion,tC,21400
10306,Scion,tC,21440
10307,Scion,tC,22440
10308,Scion,tC,22400
10309,Scion,tC,20210
10310,Scion,tC,19210
10311,Scion,tC,19210
10312,Scion,tC,20360
10313,Scion,tC,24340
10314,Scion,tC,23190
10315,Scion,tC,19385
10316,Scion,tC,23190
10317,Scion,tC,24340
10318,Scion,tC,20535
10319,Ford,Tempo,2000
10320,Ford,Tempo,2000
10321,Ford,Tempo,2000
10322,Ford,Tempo,2000
10323,Ford,Tempo,2000
10324,Ford,Tempo,2000
10325,Ford,Tempo,2000
10326,Ford,Tempo,2000
10327,Ford,Tempo,2000
10328,Ford,Tempo,2000
10329,Ford,Tempo,2000
10330,Toyota,Tercel,2000
10331,Toyota,Tercel,2000
10332,Toyota,Tercel,2000
10333,Toyota,Tercel,2012
10334,Toyota,Tercel,2041
10335,Toyota,Tercel,2000
10336,Toyota,Tercel,2148
10337,GMC,Terrain,24070
10338,GMC,Terrain,37240
10339,GMC,Terrain,33065
10340,GMC,Terrain,29820
10341,GMC,Terrain,28310
10342,GMC,Terrain,26560
10343,GMC,Terrain,34815
10344,GMC,Terrain,35490
10345,GMC,Terrain,29810
10346,GMC,Terrain,28060
10347,GMC,Terrain,31570
10348,GMC,Terrain,28300
10349,GMC,Terrain,33975
10350,GMC,Terrain,23975
10351,GMC,Terrain,28550
10352,GMC,Terrain,30620
10353,GMC,Terrain,35725
10354,GMC,Terrain,26800
10355,GMC,Terrain,32370
10356,GMC,Terrain,30050
10357,GMC,Terrain,29050
10358,GMC,Terrain,28800
10359,GMC,Terrain,36025
10360,GMC,Terrain,34275
10361,GMC,Terrain,27300
10362,GMC,Terrain,30550
10363,GMC,Terrain,30920
10364,GMC,Terrain,24070
10365,GMC,Terrain,32670
10366,Buick,Terraza,30990
10367,Buick,Terraza,31170
10368,Buick,Terraza,28110
10369,Buick,Terraza,33855
10370,Buick,Terraza,33250
10371,Buick,Terraza,27250
10372,Buick,Terraza,29750
10373,Buick,Terraza,30250
10374,Buick,Terraza,30780
10375,Buick,Terraza,28000
10376,Buick,Terraza,26660
10377,Ford,Thunderbird,40355
10378,Ford,Thunderbird,36815
10379,Ford,Thunderbird,37855
10380,Ford,Thunderbird,39310
10381,Ford,Thunderbird,37435
10382,Ford,Thunderbird,38480
10383,Ford,Thunderbird,38355
10384,Ford,Thunderbird,39415
10385,Hyundai,Tiburon,17095
10386,Hyundai,Tiburon,18595
10387,Hyundai,Tiburon,20595
10388,Hyundai,Tiburon,16095
10389,Hyundai,Tiburon,21595
10390,Hyundai,Tiburon,19595
10391,Hyundai,Tiburon,21195
10392,Hyundai,Tiburon,22095
10393,Hyundai,Tiburon,19395
10394,Hyundai,Tiburon,17795
10395,Hyundai,Tiburon,21695
10396,Hyundai,Tiburon,22795
10397,Hyundai,Tiburon,16695
10398,Hyundai,Tiburon,20495
10399,Hyundai,Tiburon,18370
10400,Hyundai,Tiburon,21270
10401,Hyundai,Tiburon,22620
10402,Hyundai,Tiburon,20170
10403,Hyundai,Tiburon,17270
10404,Hyundai,Tiburon,22770
10405,Volkswagen,Tiguan,30225
10406,Volkswagen,Tiguan,28230
10407,Volkswagen,Tiguan,33235
10408,Volkswagen,Tiguan,37650
10409,Volkswagen,Tiguan,39625
10410,Volkswagen,Tiguan,26255
10411,Volkswagen,Tiguan,35565
